orderid,customerid,employeeid,employee,orderdate,orderyear,duedate,shippeddate,saleamount,productid,unitprice,quantity,percentdiscount
10347,FAMIA,4,Margaret Peacock,11/6/19,2019,12/4/19,11/8/19,720,39,14.4,50,15
10347,FAMIA,4,Margaret Peacock,11/6/19,2019,12/4/19,11/8/19,58.8,40,14.7,4,0
10347,FAMIA,4,Margaret Peacock,11/6/19,2019,12/4/19,11/8/19,37.2,75,6.2,6,15
10348,WANDK,4,Margaret Peacock,11/7/19,2019,12/5/19,11/15/19,216,1,14.4,15,15
10348,WANDK,4,Margaret Peacock,11/7/19,2019,12/5/19,11/15/19,180,23,7.2,25,0
10349,SPLIR,7,Robert King,11/8/19,2019,12/6/19,11/15/19,141.6,54,5.9,24,0
10350,LAMAI,6,Michael Suyama,11/11/19,2019,12/9/19,12/3/19,195,50,13,15,10
10350,LAMAI,6,Michael Suyama,11/11/19,2019,12/9/19,12/3/19,518.4,69,28.8,18,10
10351,ERNSH,1,Nancy Davolio,11/11/19,2019,12/9/19,11/20/19,4216,38,210.8,20,5
10351,ERNSH,1,Nancy Davolio,11/11/19,2019,12/9/19,11/20/19,100.1,41,7.7,13,0
10351,ERNSH,1,Nancy Davolio,11/11/19,2019,12/9/19,11/20/19,1193.5,44,15.5,77,5
10351,ERNSH,1,Nancy Davolio,11/11/19,2019,12/9/19,11/20/19,168,65,16.8,10,5
10352,FURIB,3,Janet Leverling,11/12/19,2019,11/26/19,11/18/19,36,24,3.6,10,0
10352,FURIB,3,Janet Leverling,11/12/19,2019,11/26/19,11/18/19,118,54,5.9,20,15
10353,PICCO,7,Robert King,11/13/19,2019,12/11/19,11/25/19,201.6,11,16.8,12,20
10353,PICCO,7,Robert King,11/13/19,2019,12/11/19,11/25/19,10540,38,210.8,50,20
10354,PERIC,8,Laura Callahan,11/14/19,2019,12/12/19,11/20/19,172.8,1,14.4,12,0
10354,PERIC,8,Laura Callahan,11/14/19,2019,12/12/19,11/20/19,396,29,99,4,0
10355,AROUT,6,Michael Suyama,11/15/19,2019,12/13/19,11/20/19,90,24,3.6,25,0
10355,AROUT,6,Michael Suyama,11/15/19,2019,12/13/19,11/20/19,390,57,15.6,25,0
10356,WANDK,6,Michael Suyama,11/18/19,2019,12/16/19,11/27/19,300,31,10,30,0
10356,WANDK,6,Michael Suyama,11/18/19,2019,12/16/19,11/27/19,230.4,55,19.2,12,0
10356,WANDK,6,Michael Suyama,11/18/19,2019,12/16/19,11/27/19,576,69,28.8,20,0
10357,LILAS,1,Nancy Davolio,11/19/19,2019,12/17/19,12/2/19,744,10,24.8,30,20
10357,LILAS,1,Nancy Davolio,11/19/19,2019,12/17/19,12/2/19,398.4,26,24.9,16,0
10357,LILAS,1,Nancy Davolio,11/19/19,2019,12/17/19,12/2/19,217.6,60,27.2,8,20
10358,LAMAI,5,Steven Buchanan,11/20/19,2019,12/18/19,11/27/19,36,24,3.6,10,5
10358,LAMAI,5,Steven Buchanan,11/20/19,2019,12/18/19,11/27/19,112,34,11.2,10,5
10358,LAMAI,5,Steven Buchanan,11/20/19,2019,12/18/19,11/27/19,304,36,15.2,20,5
10359,SEVES,5,Steven Buchanan,11/21/19,2019,12/19/19,11/26/19,778.4,16,13.9,56,5
10359,SEVES,5,Steven Buchanan,11/21/19,2019,12/19/19,11/26/19,700,31,10,70,5
10359,SEVES,5,Steven Buchanan,11/21/19,2019,12/19/19,11/26/19,2176,60,27.2,80,5
10360,BLONP,4,Margaret Peacock,11/22/19,2019,12/20/19,12/2/19,1092,28,36.4,30,0
10360,BLONP,4,Margaret Peacock,11/22/19,2019,12/20/19,12/2/19,3465,29,99,35,0
10360,BLONP,4,Margaret Peacock,11/22/19,2019,12/20/19,12/2/19,2108,38,210.8,10,0
10360,BLONP,4,Margaret Peacock,11/22/19,2019,12/20/19,12/2/19,560,49,16,35,0
10360,BLONP,4,Margaret Peacock,11/22/19,2019,12/20/19,12/2/19,165.2,54,5.9,28,0
10361,QUICK,1,Nancy Davolio,11/22/19,2019,12/20/19,12/3/19,777.6,39,14.4,54,10
10361,QUICK,1,Nancy Davolio,11/22/19,2019,12/20/19,12/3/19,1496,60,27.2,55,10
10362,BONAP,3,Janet Leverling,11/25/19,2019,12/23/19,11/28/19,560,25,11.2,50,0
10362,BONAP,3,Janet Leverling,11/25/19,2019,12/23/19,11/28/19,848,51,42.4,20,0
10362,BONAP,3,Janet Leverling,11/25/19,2019,12/23/19,11/28/19,141.6,54,5.9,24,0
10363,DRACD,4,Margaret Peacock,11/26/19,2019,12/24/19,12/4/19,200,31,10,20,0
10363,DRACD,4,Margaret Peacock,11/26/19,2019,12/24/19,12/4/19,74.4,75,6.2,12,0
10363,DRACD,4,Margaret Peacock,11/26/19,2019,12/24/19,12/4/19,172.8,76,14.4,12,0
10364,EASTC,1,Nancy Davolio,11/26/19,2019,1/7/20,12/4/19,864,69,28.8,30,0
10364,EASTC,1,Nancy Davolio,11/26/19,2019,1/7/20,12/4/19,86,71,17.2,5,0
10365,ANTON,3,Janet Leverling,11/27/19,2019,12/25/19,12/2/19,403.2,11,16.8,24,0
10366,GALED,8,Laura Callahan,11/28/19,2019,1/9/20,12/30/19,84,65,16.8,5,0
10366,GALED,8,Laura Callahan,11/28/19,2019,1/9/20,12/30/19,52,77,10.4,5,0
10367,VAFFE,7,Robert King,11/28/19,2019,12/26/19,12/2/19,403.2,34,11.2,36,0
10367,VAFFE,7,Robert King,11/28/19,2019,12/26/19,12/2/19,106.2,54,5.9,18,0
10367,VAFFE,7,Robert King,11/28/19,2019,12/26/19,12/2/19,252,65,16.8,15,0
10367,VAFFE,7,Robert King,11/28/19,2019,12/26/19,12/2/19,72.8,77,10.4,7,0
10368,ERNSH,2,Andrew Fuller,11/29/19,2019,12/27/19,12/2/19,40,21,8,5,10
10368,ERNSH,2,Andrew Fuller,11/29/19,2019,12/27/19,12/2/19,473.2,28,36.4,13,10
10368,ERNSH,2,Andrew Fuller,11/29/19,2019,12/27/19,12/2/19,390,57,15.6,25,0
10368,ERNSH,2,Andrew Fuller,11/29/19,2019,12/27/19,12/2/19,931,64,26.6,35,10
10369,SPLIR,8,Laura Callahan,12/2/19,2019,12/30/19,12/9/19,1980,29,99,20,0
10369,SPLIR,8,Laura Callahan,12/2/19,2019,12/30/19,12/9/19,547.2,56,30.4,18,25
10370,CHOPS,6,Michael Suyama,12/3/19,2019,12/31/19,12/27/19,216,1,14.4,15,15
10370,CHOPS,6,Michael Suyama,12/3/19,2019,12/31/19,12/27/19,798,64,26.6,30,0
10370,CHOPS,6,Michael Suyama,12/3/19,2019,12/31/19,12/27/19,160,74,8,20,15
10371,LAMAI,1,Nancy Davolio,12/3/19,2019,12/31/19,12/24/19,91.2,36,15.2,6,20
10372,QUEEN,5,Steven Buchanan,12/4/19,2019,1/1/20,12/9/19,777.6,20,64.8,12,25
10372,QUEEN,5,Steven Buchanan,12/4/19,2019,1/1/20,12/9/19,8432,38,210.8,40,25
10372,QUEEN,5,Steven Buchanan,12/4/19,2019,1/1/20,12/9/19,1904,60,27.2,70,25
10372,QUEEN,5,Steven Buchanan,12/4/19,2019,1/1/20,12/9/19,1167.6,72,27.8,42,25
10373,HUNGO,4,Margaret Peacock,12/5/19,2019,1/2/20,12/11/19,848,58,10.6,80,20
10373,HUNGO,4,Margaret Peacock,12/5/19,2019,1/2/20,12/11/19,860,71,17.2,50,20
10374,WOLZA,1,Nancy Davolio,12/5/19,2019,1/2/20,12/9/19,300,31,10,30,0
10374,WOLZA,1,Nancy Davolio,12/5/19,2019,1/2/20,12/9/19,159,58,10.6,15,0
10375,HUNGC,3,Janet Leverling,12/6/19,2019,1/3/20,12/9/19,279,14,18.6,15,0
10375,HUNGC,3,Janet Leverling,12/6/19,2019,1/3/20,12/9/19,59,54,5.9,10,0
10376,MEREP,1,Nancy Davolio,12/9/19,2019,1/6/20,12/13/19,420,31,10,42,5
10377,SEVES,1,Nancy Davolio,12/9/19,2019,1/6/20,12/13/19,728,28,36.4,20,15
10377,SEVES,1,Nancy Davolio,12/9/19,2019,1/6/20,12/13/19,288,39,14.4,20,15
10378,FOLKO,5,Steven Buchanan,12/10/19,2019,1/7/20,12/19/19,103.2,71,17.2,6,0
10379,QUEDE,2,Andrew Fuller,12/11/19,2019,1/8/20,12/13/19,61.6,41,7.7,8,10
10379,QUEDE,2,Andrew Fuller,12/11/19,2019,1/8/20,12/13/19,561.6,63,35.1,16,10
10379,QUEDE,2,Andrew Fuller,12/11/19,2019,1/8/20,12/13/19,336,65,16.8,20,10
10380,HUNGO,8,Laura Callahan,12/12/19,2019,1/9/20,1/16/20,372.6,30,20.7,18,10
10380,HUNGO,8,Laura Callahan,12/12/19,2019,1/9/20,1/16/20,524,53,26.2,20,10
10380,HUNGO,8,Laura Callahan,12/12/19,2019,1/9/20,1/16/20,163.2,60,27.2,6,10
10380,HUNGO,8,Laura Callahan,12/12/19,2019,1/9/20,1/16/20,360,70,12,30,0
10381,LILAS,3,Janet Leverling,12/12/19,2019,1/9/20,12/13/19,112,74,8,14,0
10382,ERNSH,4,Margaret Peacock,12/13/19,2019,1/10/20,12/16/19,544,5,17,32,0
10382,ERNSH,4,Margaret Peacock,12/13/19,2019,1/10/20,12/16/19,450,18,50,9,0
10382,ERNSH,4,Margaret Peacock,12/13/19,2019,1/10/20,12/16/19,1386,29,99,14,0
10382,ERNSH,4,Margaret Peacock,12/13/19,2019,1/10/20,12/16/19,120,33,2,60,0
10382,ERNSH,4,Margaret Peacock,12/13/19,2019,1/10/20,12/16/19,400,74,8,50,0
10383,AROUT,8,Laura Callahan,12/16/19,2019,1/13/20,12/18/19,96,13,4.8,20,0
10383,AROUT,8,Laura Callahan,12/16/19,2019,1/13/20,12/18/19,195,50,13,15,0
10383,AROUT,8,Laura Callahan,12/16/19,2019,1/13/20,12/18/19,608,56,30.4,20,0
10384,BERGS,3,Janet Leverling,12/16/19,2019,1/13/20,12/20/19,1814.4,20,64.8,28,0
10384,BERGS,3,Janet Leverling,12/16/19,2019,1/13/20,12/20/19,408,60,27.2,15,0
10385,SPLIR,1,Nancy Davolio,12/17/19,2019,1/14/20,12/23/19,240,7,24,10,20
10385,SPLIR,1,Nancy Davolio,12/17/19,2019,1/14/20,12/23/19,544,60,27.2,20,20
10385,SPLIR,1,Nancy Davolio,12/17/19,2019,1/14/20,12/23/19,80,68,10,8,20
10386,FAMIA,9,Anne Dodsworth,12/18/19,2019,1/1/20,12/25/19,54,24,3.6,15,0
10386,FAMIA,9,Anne Dodsworth,12/18/19,2019,1/1/20,12/25/19,112,34,11.2,10,0
10387,SANTG,1,Nancy Davolio,12/18/19,2019,1/15/20,12/20/19,54,24,3.6,15,0
10387,SANTG,1,Nancy Davolio,12/18/19,2019,1/15/20,12/20/19,218.4,28,36.4,6,0
10387,SANTG,1,Nancy Davolio,12/18/19,2019,1/15/20,12/20/19,528,59,44,12,0
10387,SANTG,1,Nancy Davolio,12/18/19,2019,1/15/20,12/20/19,258,71,17.2,15,0
10388,SEVES,2,Andrew Fuller,12/19/19,2019,1/16/20,12/20/19,114,45,7.6,15,20
10388,SEVES,2,Andrew Fuller,12/19/19,2019,1/16/20,12/20/19,112,52,5.6,20,20
10388,SEVES,2,Andrew Fuller,12/19/19,2019,1/16/20,12/20/19,1048,53,26.2,40,0
10389,BOTTM,4,Margaret Peacock,12/20/19,2019,1/17/20,12/24/19,396.8,10,24.8,16,0
10389,BOTTM,4,Margaret Peacock,12/20/19,2019,1/17/20,12/24/19,288,55,19.2,15,0
10389,BOTTM,4,Margaret Peacock,12/20/19,2019,1/17/20,12/24/19,788,62,39.4,20,0
10389,BOTTM,4,Margaret Peacock,12/20/19,2019,1/17/20,12/24/19,360,70,12,30,0
10390,ERNSH,6,Michael Suyama,12/23/19,2019,1/20/20,12/26/19,600,31,10,60,10
10390,ERNSH,6,Michael Suyama,12/23/19,2019,1/20/20,12/26/19,576,35,14.4,40,10
10390,ERNSH,6,Michael Suyama,12/23/19,2019,1/20/20,12/26/19,432,46,9.6,45,0
10390,ERNSH,6,Michael Suyama,12/23/19,2019,1/20/20,12/26/19,667.2,72,27.8,24,10
10391,DRACD,3,Janet Leverling,12/23/19,2019,1/20/20,12/31/19,86.4,13,4.8,18,0
10392,PICCO,2,Andrew Fuller,12/24/19,2019,1/21/20,1/1/20,1440,69,28.8,50,0
10393,SAVEA,1,Nancy Davolio,12/25/19,2019,1/22/20,1/3/20,380,2,15.2,25,25
10393,SAVEA,1,Nancy Davolio,12/25/19,2019,1/22/20,1/3/20,781.2,14,18.6,42,25
10393,SAVEA,1,Nancy Davolio,12/25/19,2019,1/22/20,1/3/20,78.4,25,11.2,7,25
10393,SAVEA,1,Nancy Davolio,12/25/19,2019,1/22/20,1/3/20,1743,26,24.9,70,25
10393,SAVEA,1,Nancy Davolio,12/25/19,2019,1/22/20,1/3/20,320,31,10,32,0
10394,HUNGC,1,Nancy Davolio,12/25/19,2019,1/22/20,1/3/20,48,13,4.8,10,0
10394,HUNGC,1,Nancy Davolio,12/25/19,2019,1/22/20,1/3/20,394,62,39.4,10,0
10395,HILAA,6,Michael Suyama,12/26/19,2019,1/23/20,1/3/20,268.8,46,9.6,28,10
10395,HILAA,6,Michael Suyama,12/26/19,2019,1/23/20,1/3/20,1834,53,26.2,70,10
10395,HILAA,6,Michael Suyama,12/26/19,2019,1/23/20,1/3/20,230.4,69,28.8,8,0
10396,FRANK,1,Nancy Davolio,12/27/19,2019,1/10/20,1/6/20,288,23,7.2,40,0
10396,FRANK,1,Nancy Davolio,12/27/19,2019,1/10/20,1/6/20,1032,71,17.2,60,0
10396,FRANK,1,Nancy Davolio,12/27/19,2019,1/10/20,1/6/20,583.8,72,27.8,21,0
10397,PRINI,5,Steven Buchanan,12/27/19,2019,1/24/20,1/2/20,80,21,8,10,15
10397,PRINI,5,Steven Buchanan,12/27/19,2019,1/24/20,1/2/20,763.2,51,42.4,18,15
10398,SAVEA,2,Andrew Fuller,12/30/19,2019,1/27/20,1/9/20,432,35,14.4,30,0
10398,SAVEA,2,Andrew Fuller,12/30/19,2019,1/27/20,1/9/20,2304,55,19.2,120,10
10399,VAFFE,8,Laura Callahan,12/31/19,2019,1/14/20,1/8/20,600,68,10,60,0
10399,VAFFE,8,Laura Callahan,12/31/19,2019,1/14/20,1/8/20,516,71,17.2,30,0
10399,VAFFE,8,Laura Callahan,12/31/19,2019,1/14/20,1/8/20,504,76,14.4,35,0
10399,VAFFE,8,Laura Callahan,12/31/19,2019,1/14/20,1/8/20,145.6,77,10.4,14,0
10400,EASTC,1,Nancy Davolio,1/1/20,2020,1/29/20,1/16/20,2079,29,99,21,0
10400,EASTC,1,Nancy Davolio,1/1/20,2020,1/29/20,1/16/20,504,35,14.4,35,0
10400,EASTC,1,Nancy Davolio,1/1/20,2020,1/29/20,1/16/20,480,49,16,30,0
10401,RATTC,1,Nancy Davolio,1/1/20,2020,1/29/20,1/10/20,372.6,30,20.7,18,0
10401,RATTC,1,Nancy Davolio,1/1/20,2020,1/29/20,1/10/20,2128,56,30.4,70,0
10401,RATTC,1,Nancy Davolio,1/1/20,2020,1/29/20,1/10/20,336,65,16.8,20,0
10401,RATTC,1,Nancy Davolio,1/1/20,2020,1/29/20,1/10/20,1032,71,17.2,60,0
10402,ERNSH,8,Laura Callahan,1/2/20,2020,2/13/20,1/10/20,432,23,7.2,60,0
10402,ERNSH,8,Laura Callahan,1/2/20,2020,2/13/20,1/10/20,2281.5,63,35.1,65,0
10403,ERNSH,4,Margaret Peacock,1/3/20,2020,1/31/20,1/9/20,291.9,16,13.9,21,15
10403,ERNSH,4,Margaret Peacock,1/3/20,2020,1/31/20,1/9/20,714,48,10.2,70,15
10404,MAGAA,2,Andrew Fuller,1/3/20,2020,1/31/20,1/8/20,747,26,24.9,30,5
10404,MAGAA,2,Andrew Fuller,1/3/20,2020,1/31/20,1/8/20,448,42,11.2,40,5
10404,MAGAA,2,Andrew Fuller,1/3/20,2020,1/31/20,1/8/20,480,49,16,30,5
10405,LINOD,1,Nancy Davolio,1/6/20,2020,2/3/20,1/22/20,400,3,8,50,0
10406,QUEEN,7,Robert King,1/7/20,2020,2/18/20,1/13/20,144,1,14.4,10,0
10406,QUEEN,7,Robert King,1/7/20,2020,2/18/20,1/13/20,240,21,8,30,10
10406,QUEEN,7,Robert King,1/7/20,2020,2/18/20,1/13/20,1528.8,28,36.4,42,10
10406,QUEEN,7,Robert King,1/7/20,2020,2/18/20,1/13/20,76,36,15.2,5,10
10406,QUEEN,7,Robert King,1/7/20,2020,2/18/20,1/13/20,29.4,40,14.7,2,10
10407,OTTIK,2,Andrew Fuller,1/7/20,2020,2/4/20,1/30/20,504,11,16.8,30,0
10407,OTTIK,2,Andrew Fuller,1/7/20,2020,2/4/20,1/30/20,432,69,28.8,15,0
10407,OTTIK,2,Andrew Fuller,1/7/20,2020,2/4/20,1/30/20,258,71,17.2,15,0
10408,FOLIG,8,Laura Callahan,1/8/20,2020,2/5/20,1/14/20,208,37,20.8,10,0
10408,FOLIG,8,Laura Callahan,1/8/20,2020,2/5/20,1/14/20,35.4,54,5.9,6,0
10408,FOLIG,8,Laura Callahan,1/8/20,2020,2/5/20,1/14/20,1379,62,39.4,35,0
10409,OCEAN,3,Janet Leverling,1/9/20,2020,2/6/20,1/14/20,223.2,14,18.6,12,0
10409,OCEAN,3,Janet Leverling,1/9/20,2020,2/6/20,1/14/20,96,21,8,12,0
10410,BOTTM,3,Janet Leverling,1/10/20,2020,2/7/20,1/15/20,98,33,2,49,0
10410,BOTTM,3,Janet Leverling,1/10/20,2020,2/7/20,1/15/20,704,59,44,16,0
10411,BOTTM,9,Anne Dodsworth,1/10/20,2020,2/7/20,1/21/20,192.5,41,7.7,25,20
10411,BOTTM,9,Anne Dodsworth,1/10/20,2020,2/7/20,1/21/20,620,44,15.5,40,20
10411,BOTTM,9,Anne Dodsworth,1/10/20,2020,2/7/20,1/21/20,396,59,44,9,20
10412,WARTH,8,Laura Callahan,1/13/20,2020,2/10/20,1/15/20,372,14,18.6,20,10
10413,LAMAI,3,Janet Leverling,1/14/20,2020,2/11/20,1/16/20,345.6,1,14.4,24,0
10413,LAMAI,3,Janet Leverling,1/14/20,2020,2/11/20,1/16/20,1576,62,39.4,40,0
10413,LAMAI,3,Janet Leverling,1/14/20,2020,2/11/20,1/16/20,201.6,76,14.4,14,0
10414,FAMIA,2,Andrew Fuller,1/14/20,2020,2/11/20,1/17/20,131.4,19,7.3,18,5
10414,FAMIA,2,Andrew Fuller,1/14/20,2020,2/11/20,1/17/20,100,33,2,50,0
10415,HUNGC,3,Janet Leverling,1/15/20,2020,2/12/20,1/24/20,62.4,17,31.2,2,0
10415,HUNGC,3,Janet Leverling,1/15/20,2020,2/12/20,1/24/20,40,33,2,20,0
10416,WARTH,8,Laura Callahan,1/16/20,2020,2/13/20,1/27/20,146,19,7.3,20,0
10416,WARTH,8,Laura Callahan,1/16/20,2020,2/13/20,1/27/20,262,53,26.2,10,0
10416,WARTH,8,Laura Callahan,1/16/20,2020,2/13/20,1/27/20,312,57,15.6,20,0
10417,SIMOB,4,Margaret Peacock,1/16/20,2020,2/13/20,1/28/20,10540,38,210.8,50,0
10417,SIMOB,4,Margaret Peacock,1/16/20,2020,2/13/20,1/28/20,19.2,46,9.6,2,25
10417,SIMOB,4,Margaret Peacock,1/16/20,2020,2/13/20,1/28/20,360,68,10,36,25
10417,SIMOB,4,Margaret Peacock,1/16/20,2020,2/13/20,1/28/20,364,77,10.4,35,0
10418,QUICK,4,Margaret Peacock,1/17/20,2020,2/14/20,1/24/20,912,2,15.2,60,0
10418,QUICK,4,Margaret Peacock,1/17/20,2020,2/14/20,1/24/20,418,47,7.6,55,0
10418,QUICK,4,Margaret Peacock,1/17/20,2020,2/14/20,1/24/20,364.8,61,22.8,16,0
10418,QUICK,4,Margaret Peacock,1/17/20,2020,2/14/20,1/24/20,120,74,8,15,0
10419,RICSU,4,Margaret Peacock,1/20/20,2020,2/17/20,1/30/20,1632,60,27.2,60,5
10419,RICSU,4,Margaret Peacock,1/20/20,2020,2/17/20,1/30/20,576,69,28.8,20,5
10420,WELLI,3,Janet Leverling,1/21/20,2020,2/18/20,1/27/20,1552,9,77.6,20,10
10420,WELLI,3,Janet Leverling,1/21/20,2020,2/18/20,1/27/20,9.6,13,4.8,2,10
10420,WELLI,3,Janet Leverling,1/21/20,2020,2/18/20,1/27/20,96,70,12,8,10
10420,WELLI,3,Janet Leverling,1/21/20,2020,2/18/20,1/27/20,240,73,12,20,10
10421,QUEDE,8,Laura Callahan,1/21/20,2020,3/4/20,1/27/20,29.2,19,7.3,4,15
10421,QUEDE,8,Laura Callahan,1/21/20,2020,3/4/20,1/27/20,747,26,24.9,30,0
10421,QUEDE,8,Laura Callahan,1/21/20,2020,3/4/20,1/27/20,393,53,26.2,15,15
10421,QUEDE,8,Laura Callahan,1/21/20,2020,3/4/20,1/27/20,104,77,10.4,10,15
10422,FRANS,2,Andrew Fuller,1/22/20,2020,2/19/20,1/31/20,49.8,26,24.9,2,0
10423,GOURL,6,Michael Suyama,1/23/20,2020,2/6/20,2/24/20,140,31,10,14,0
10423,GOURL,6,Michael Suyama,1/23/20,2020,2/6/20,2/24/20,880,59,44,20,0
10424,MEREP,7,Robert King,1/23/20,2020,2/20/20,1/27/20,864,35,14.4,60,20
10424,MEREP,7,Robert King,1/23/20,2020,2/20/20,1/27/20,10329.2,38,210.8,49,20
10424,MEREP,7,Robert King,1/23/20,2020,2/20/20,1/27/20,300,68,10,30,20
10425,LAMAI,6,Michael Suyama,1/24/20,2020,2/21/20,2/14/20,192,55,19.2,10,25
10425,LAMAI,6,Michael Suyama,1/24/20,2020,2/21/20,2/14/20,288,76,14.4,20,25
10426,GALED,4,Margaret Peacock,1/27/20,2020,2/24/20,2/6/20,152,56,30.4,5,0
10426,GALED,4,Margaret Peacock,1/27/20,2020,2/24/20,2/6/20,186.2,64,26.6,7,0
10427,PICCO,4,Margaret Peacock,1/27/20,2020,2/24/20,3/3/20,651,14,18.6,35,0
10428,REGGC,7,Robert King,1/28/20,2020,2/25/20,2/4/20,192,46,9.6,20,0
10429,HUNGO,3,Janet Leverling,1/29/20,2020,3/12/20,2/7/20,520,50,13,40,0
10429,HUNGO,3,Janet Leverling,1/29/20,2020,3/12/20,2/7/20,1228.5,63,35.1,35,25
10430,ERNSH,4,Margaret Peacock,1/30/20,2020,2/13/20,2/3/20,1404,17,31.2,45,20
10430,ERNSH,4,Margaret Peacock,1/30/20,2020,2/13/20,2/3/20,400,21,8,50,0
10430,ERNSH,4,Margaret Peacock,1/30/20,2020,2/13/20,2/3/20,912,56,30.4,30,0
10430,ERNSH,4,Margaret Peacock,1/30/20,2020,2/13/20,2/3/20,3080,59,44,70,20
10431,BOTTM,4,Margaret Peacock,1/30/20,2020,2/13/20,2/7/20,1560,17,31.2,50,25
10431,BOTTM,4,Margaret Peacock,1/30/20,2020,2/13/20,2/7/20,735,40,14.7,50,25
10431,BOTTM,4,Margaret Peacock,1/30/20,2020,2/13/20,2/7/20,228,47,7.6,30,25
10432,SPLIR,3,Janet Leverling,1/31/20,2020,2/14/20,2/7/20,249,26,24.9,10,0
10432,SPLIR,3,Janet Leverling,1/31/20,2020,2/14/20,2/7/20,236,54,5.9,40,0
10433,PRINI,3,Janet Leverling,2/3/20,2020,3/3/20,3/4/20,851.2,56,30.4,28,0
10434,FOLKO,3,Janet Leverling,2/3/20,2020,3/3/20,2/13/20,100.8,11,16.8,6,0
10434,FOLKO,3,Janet Leverling,2/3/20,2020,3/3/20,2/13/20,259.2,76,14.4,18,15
10435,CONSH,8,Laura Callahan,2/4/20,2020,3/18/20,2/7/20,152,2,15.2,10,0
10435,CONSH,8,Laura Callahan,2/4/20,2020,3/18/20,2/7/20,201.6,22,16.8,12,0
10435,CONSH,8,Laura Callahan,2/4/20,2020,3/18/20,2/7/20,278,72,27.8,10,0
10436,BLONP,3,Janet Leverling,2/5/20,2020,3/5/20,2/11/20,48,46,9.6,5,0
10436,BLONP,3,Janet Leverling,2/5/20,2020,3/5/20,2/11/20,1216,56,30.4,40,10
10436,BLONP,3,Janet Leverling,2/5/20,2020,3/5/20,2/11/20,798,64,26.6,30,10
10436,BLONP,3,Janet Leverling,2/5/20,2020,3/5/20,2/11/20,148.8,75,6.2,24,10
10437,WARTH,8,Laura Callahan,2/5/20,2020,3/5/20,2/12/20,393,53,26.2,15,0
10438,TOMSP,3,Janet Leverling,2/6/20,2020,3/6/20,2/14/20,109.5,19,7.3,15,20
10438,TOMSP,3,Janet Leverling,2/6/20,2020,3/6/20,2/14/20,224,34,11.2,20,20
10438,TOMSP,3,Janet Leverling,2/6/20,2020,3/6/20,2/14/20,234,57,15.6,15,20
10439,MEREP,6,Michael Suyama,2/7/20,2020,3/7/20,2/10/20,456,12,30.4,15,0
10439,MEREP,6,Michael Suyama,2/7/20,2020,3/7/20,2/10/20,222.4,16,13.9,16,0
10439,MEREP,6,Michael Suyama,2/7/20,2020,3/7/20,2/10/20,159.6,64,26.6,6,0
10439,MEREP,6,Michael Suyama,2/7/20,2020,3/7/20,2/10/20,240,74,8,30,0
10440,SAVEA,4,Margaret Peacock,2/10/20,2020,3/10/20,2/28/20,684,2,15.2,45,15
10440,SAVEA,4,Margaret Peacock,2/10/20,2020,3/10/20,2/28/20,681.1,16,13.9,49,15
10440,SAVEA,4,Margaret Peacock,2/10/20,2020,3/10/20,2/28/20,2376,29,99,24,15
10440,SAVEA,4,Margaret Peacock,2/10/20,2020,3/10/20,2/28/20,2052,61,22.8,90,15
10441,OLDWO,3,Janet Leverling,2/10/20,2020,3/24/20,3/14/20,1755,27,35.1,50,0
10442,ERNSH,3,Janet Leverling,2/11/20,2020,3/11/20,2/18/20,504,11,16.8,30,0
10442,ERNSH,3,Janet Leverling,2/11/20,2020,3/11/20,2/18/20,472,54,5.9,80,0
10442,ERNSH,3,Janet Leverling,2/11/20,2020,3/11/20,2/18/20,816,66,13.6,60,0
10443,REGGC,8,Laura Callahan,2/12/20,2020,3/12/20,2/14/20,100.8,11,16.8,6,20
10443,REGGC,8,Laura Callahan,2/12/20,2020,3/12/20,2/14/20,436.8,28,36.4,12,0
10444,BERGS,3,Janet Leverling,2/12/20,2020,3/12/20,2/21/20,312,17,31.2,10,0
10444,BERGS,3,Janet Leverling,2/12/20,2020,3/12/20,2/21/20,373.5,26,24.9,15,0
10444,BERGS,3,Janet Leverling,2/12/20,2020,3/12/20,2/21/20,115.2,35,14.4,8,0
10444,BERGS,3,Janet Leverling,2/12/20,2020,3/12/20,2/21/20,231,41,7.7,30,0
10445,BERGS,3,Janet Leverling,2/13/20,2020,3/13/20,2/20/20,86.4,39,14.4,6,0
10445,BERGS,3,Janet Leverling,2/13/20,2020,3/13/20,2/20/20,88.5,54,5.9,15,0
10446,TOMSP,6,Michael Suyama,2/14/20,2020,3/14/20,2/19/20,87.6,19,7.3,12,10
10446,TOMSP,6,Michael Suyama,2/14/20,2020,3/14/20,2/19/20,72,24,3.6,20,10
10446,TOMSP,6,Michael Suyama,2/14/20,2020,3/14/20,2/19/20,30,31,10,3,10
10446,TOMSP,6,Michael Suyama,2/14/20,2020,3/14/20,2/19/20,84,52,5.6,15,10
10447,RICAR,4,Margaret Peacock,2/14/20,2020,3/14/20,3/7/20,292,19,7.3,40,0
10447,RICAR,4,Margaret Peacock,2/14/20,2020,3/14/20,3/7/20,588,65,16.8,35,0
10447,RICAR,4,Margaret Peacock,2/14/20,2020,3/14/20,3/7/20,34.4,71,17.2,2,0
10448,RANCH,4,Margaret Peacock,2/17/20,2020,3/17/20,2/24/20,149.4,26,24.9,6,0
